year,country,image_url,region_code,region,gdp_per_capita,family,social_support,health_life_expectancy,freedom_to_make_life_choices,generosity,perceptions_of_corruption
2016,Japan,https://upload.wikimedia.org/wikipedia/en/9/9e/Flag_of_Japan.svg,142.0,Asia,1.38007,1.06054,,0.91491,0.46761,0.10224,
2017,Japan,https://upload.wikimedia.org/wikipedia/en/9/9e/Flag_of_Japan.svg,142.0,Asia,1.416915178,1.436337829,,0.913475871,0.505625546,0.120572768,
2018,Jordan,https://upload.wikimedia.org/wikipedia/commons/c/c0/Flag_of_Jordan.svg,142.0,Asia,0.822,,1.265,0.645,0.468,0.13,0.134
2019,Jordan,https://upload.wikimedia.org/wikipedia/commons/c/c0/Flag_of_Jordan.svg,142.0,Asia,0.837,,1.225,0.815,0.383,0.11,0.13
2015,Jordan,https://upload.wikimedia.org/wikipedia/commons/c/c0/Flag_of_Jordan.svg,142.0,Asia,0.90198,1.05392,,0.69639,0.40661,0.11053,
2017,Jordan,https://upload.wikimedia.org/wikipedia/commons/c/c0/Flag_of_Jordan.svg,142.0,Asia,0.991012394,1.239088893,,0.604590058,0.418421149,0.17217046,
2016,Jordan,https://upload.wikimedia.org/wikipedia/commons/c/c0/Flag_of_Jordan.svg,142.0,Asia,0.99673,0.86216,,0.60712,0.36023,0.14262,
2015,Kazakhstan,https://upload.wikimedia.org/wikipedia/commons/d/d3/Flag_of_Kazakhstan.svg,142.0,Asia,1.12254,1.12241,,0.64368,0.51649,0.11827,
2018,Kazakhstan,https://upload.wikimedia.org/wikipedia/commons/d/d3/Flag_of_Kazakhstan.svg,142.0,Asia,1.143,,1.516,0.631,0.454,0.148,0.121
2019,Kazakhstan,https://upload.wikimedia.org/wikipedia/commons/d/d3/Flag_of_Kazakhstan.svg,142.0,Asia,1.173,,1.508,0.729,0.41,0.146,0.096
2016,Kazakhstan,https://upload.wikimedia.org/wikipedia/commons/d/d3/Flag_of_Kazakhstan.svg,142.0,Asia,1.22943,0.95544,,0.57386,0.4052,0.15011,
2017,Kazakhstan,https://upload.wikimedia.org/wikipedia/commons/d/d3/Flag_of_Kazakhstan.svg,142.0,Asia,1.28455627,1.384369016,,0.606041551,0.437454283,0.201964423,
2015,Kenya,https://upload.wikimedia.org/wikipedia/commons/4/49/Flag_of_Kenya.svg,2.0,Africa,0.36471,0.99876,,0.41435,0.42215,0.37542,
2018,Kenya,https://upload.wikimedia.org/wikipedia/commons/4/49/Flag_of_Kenya.svg,2.0,Africa,0.493,,1.048,0.454,0.504,0.352,0.055
2019,Kenya,https://upload.wikimedia.org/wikipedia/commons/4/49/Flag_of_Kenya.svg,2.0,Africa,0.512,,0.983,0.581,0.431,0.372,0.053
2016,Kenya,https://upload.wikimedia.org/wikipedia/commons/4/49/Flag_of_Kenya.svg,2.0,Africa,0.52267,0.7624,,0.30147,0.40576,0.41328,
2017,Kenya,https://upload.wikimedia.org/wikipedia/commons/4/49/Flag_of_Kenya.svg,2.0,Africa,0.560479462,1.067950726,,0.30998835,0.452763766,0.444860309,
2015,South Korea,https://upload.wikimedia.org/wikipedia/commons/0/09/Flag_of_South_Korea.svg,142.0,Asia,1.24461,0.95774,,0.96538,0.33208,0.18557,
2018,South Korea,https://upload.wikimedia.org/wikipedia/commons/0/09/Flag_of_South_Korea.svg,142.0,Asia,1.266,,1.204,0.955,0.244,0.175,0.051
2019,South Korea,https://upload.wikimedia.org/wikipedia/commons/0/09/Flag_of_South_Korea.svg,142.0,Asia,1.301,,1.219,1.036,0.159,0.175,0.056
2016,South Korea,https://upload.wikimedia.org/wikipedia/commons/0/09/Flag_of_South_Korea.svg,142.0,Asia,1.35948,0.72194,,0.88645,0.25168,0.18824,
2017,South Korea,https://upload.wikimedia.org/wikipedia/commons/0/09/Flag_of_South_Korea.svg,142.0,Asia,1.401678443,1.128274441,,0.900214076,0.257921666,0.206674367,
2018,Kuwait,https://upload.wikimedia.org/wikipedia/commons/a/aa/Flag_of_Kuwait.svg,142.0,Asia,1.474,,1.301,0.675,0.554,0.167,0.106
2019,Kuwait,https://upload.wikimedia.org/wikipedia/commons/a/aa/Flag_of_Kuwait.svg,142.0,Asia,1.5,,1.319,0.808,0.493,0.142,0.097
2015,Kuwait,https://upload.wikimedia.org/wikipedia/commons/a/aa/Flag_of_Kuwait.svg,142.0,Asia,1.55422,1.16594,,0.72492,0.55499,0.16228,
2016,Kuwait,https://upload.wikimedia.org/wikipedia/commons/a/aa/Flag_of_Kuwait.svg,142.0,Asia,1.61714,0.87758,,0.63569,0.43166,0.15965,
2017,Kuwait,https://upload.wikimedia.org/wikipedia/commons/a/aa/Flag_of_Kuwait.svg,142.0,Asia,1.632952452,1.259698749,,0.632105708,0.496337593,0.228289798,
2015,Kyrgyzstan,https://upload.wikimedia.org/wikipedia/commons/c/c7/Flag_of_Kyrgyzstan.svg,142.0,Asia,0.47428,1.15115,,0.65088,0.43477,0.3003,
2018,Kyrgyzstan,https://upload.wikimedia.org/wikipedia/commons/c/c7/Flag_of_Kyrgyzstan.svg,142.0,Asia,0.53,,1.416,0.594,0.54,0.281,0.035
2019,Kyrgyzstan,https://upload.wikimedia.org/wikipedia/commons/c/c7/Flag_of_Kyrgyzstan.svg,142.0,Asia,0.551,,1.438,0.723,0.508,0.3,0.023
2016,Kyrgyzstan,https://upload.wikimedia.org/wikipedia/commons/c/c7/Flag_of_Kyrgyzstan.svg,142.0,Asia,0.56044,0.95434,,0.55449,0.40212,0.38432,
2017,Kyrgyzstan,https://upload.wikimedia.org/wikipedia/commons/c/c7/Flag_of_Kyrgyzstan.svg,142.0,Asia,0.596220076,1.394238591,,0.553457797,0.454943389,0.428580374,
2015,Laos,https://upload.wikimedia.org/wikipedia/commons/5/56/Flag_of_Laos.svg,142.0,Asia,0.59066,0.73803,,0.54909,0.59591,0.42192,
2016,Laos,https://upload.wikimedia.org/wikipedia/commons/5/56/Flag_of_Laos.svg,142.0,Asia,0.68042,0.5497,,0.38291,0.52168,0.43079,
2018,Laos,https://upload.wikimedia.org/wikipedia/commons/5/56/Flag_of_Laos.svg,142.0,Asia,0.72,,1.034,0.441,0.626,0.23,0.174
2019,Laos,https://upload.wikimedia.org/wikipedia/commons/5/56/Flag_of_Laos.svg,142.0,Asia,0.764,,1.03,0.551,0.547,0.266,0.164
2015,Latvia,https://upload.wikimedia.org/wikipedia/commons/8/84/Flag_of_Latvia.svg,150.0,Europe,1.11312,1.09562,,0.72437,0.29671,0.18226,
2018,Latvia,https://upload.wikimedia.org/wikipedia/commons/8/84/Flag_of_Latvia.svg,150.0,Europe,1.148,,1.454,0.671,0.363,0.092,0.066
2019,Latvia,https://upload.wikimedia.org/wikipedia/commons/8/84/Flag_of_Latvia.svg,150.0,Europe,1.187,,1.465,0.812,0.264,0.075,0.064
2016,Latvia,https://upload.wikimedia.org/wikipedia/commons/8/84/Flag_of_Latvia.svg,150.0,Europe,1.21788,0.95025,,0.63952,0.27996,0.17445,
2017,Latvia,https://upload.wikimedia.org/wikipedia/commons/8/84/Flag_of_Latvia.svg,150.0,Europe,1.260748625,1.404714942,,0.638566971,0.325707912,0.153074786,
2018,Lebanon,https://upload.wikimedia.org/wikipedia/commons/5/59/Flag_of_Lebanon.svg,142.0,Asia,0.965,,1.179,0.785,0.503,0.214,0.136
2019,Lebanon,https://upload.wikimedia.org/wikipedia/commons/5/59/Flag_of_Lebanon.svg,142.0,Asia,0.987,,1.224,0.815,0.216,0.166,0.027
2015,Lebanon,https://upload.wikimedia.org/wikipedia/commons/5/59/Flag_of_Lebanon.svg,142.0,Asia,1.02564,0.80001,,0.83947,0.33916,0.21854,
2017,Lebanon,https://upload.wikimedia.org/wikipedia/commons/5/59/Flag_of_Lebanon.svg,142.0,Asia,1.074987531,1.129624248,,0.735081077,0.288515985,0.264450759,
2016,Lebanon,https://upload.wikimedia.org/wikipedia/commons/5/59/Flag_of_Lebanon.svg,142.0,Asia,1.12268,0.64184,,0.76171,0.26228,0.23693,
2015,Lesotho,https://upload.wikimedia.org/wikipedia/commons/4/4a/Flag_of_Lesotho.svg,2.0,Africa,0.37545,1.04103,,0.07612,0.31767,0.16388,
2018,Lesotho,https://upload.wikimedia.org/wikipedia/commons/4/4a/Flag_of_Lesotho.svg,2.0,Africa,0.472,,1.215,0.079,0.423,0.116,0.112
2019,Lesotho,https://upload.wikimedia.org/wikipedia/commons/4/4a/Flag_of_Lesotho.svg,2.0,Africa,0.489,,1.169,0.168,0.359,0.107,0.093
2017,Lesotho,https://upload.wikimedia.org/wikipedia/commons/4/4a/Flag_of_Lesotho.svg,2.0,Africa,0.521021247,1.190095186,,0.0,0.390661299,0.157497272,
2015,Liberia,https://upload.wikimedia.org/wikipedia/commons/b/b8/Flag_of_Liberia.svg,2.0,Africa,0.0712,0.78968,,0.34201,0.28531,0.24362,
2019,Liberia,https://upload.wikimedia.org/wikipedia/commons/b/b8/Flag_of_Liberia.svg,2.0,Africa,0.073,,0.922,0.443,0.37,0.233,0.033
2018,Liberia,https://upload.wikimedia.org/wikipedia/commons/b/b8/Flag_of_Liberia.svg,2.0,Africa,0.076,,0.858,0.267,0.419,0.206,0.03
2016,Liberia,https://upload.wikimedia.org/wikipedia/commons/b/b8/Flag_of_Liberia.svg,2.0,Africa,0.10706,0.50353,,0.23165,0.25748,0.24063,
2017,Liberia,https://upload.wikimedia.org/wikipedia/commons/b/b8/Flag_of_Liberia.svg,2.0,Africa,0.119041793,0.872117937,,0.229918197,0.332881182,0.266549885,
2018,Libya,https://upload.wikimedia.org/wikipedia/commons/0/05/Flag_of_Libya.svg,2.0,Africa,0.985,,1.35,0.553,0.496,0.116,0.148
2019,Libya,https://upload.wikimedia.org/wikipedia/commons/0/05/Flag_of_Libya.svg,2.0,Africa,1.044,,1.303,0.673,0.416,0.133,0.152
2016,Libya,https://upload.wikimedia.org/wikipedia/commons/0/05/Flag_of_Libya.svg,2.0,Africa,1.06688,0.95076,,0.52304,0.40672,0.17087,
2017,Libya,https://upload.wikimedia.org/wikipedia/commons/0/05/Flag_of_Libya.svg,2.0,Africa,1.101803064,1.35756433,,0.52016902,0.46573323,0.152073666,
2015,Libya,https://upload.wikimedia.org/wikipedia/commons/0/05/Flag_of_Libya.svg,2.0,Africa,1.13145,1.11862,,0.7038,0.41668,0.18295,
2015,Lithuania,https://upload.wikimedia.org/wikipedia/commons/1/11/Flag_of_Lithuania.svg,150.0,Europe,1.14723,1.25745,,0.73128,0.21342,0.02641,
2018,Lithuania,https://upload.wikimedia.org/wikipedia/commons/1/11/Flag_of_Lithuania.svg,150.0,Europe,1.197,,1.527,0.716,0.35,0.026,0.006
2019,Lithuania,https://upload.wikimedia.org/wikipedia/commons/1/11/Flag_of_Lithuania.svg,150.0,Europe,1.238,,1.515,0.818,0.291,0.043,0.042
2016,Lithuania,https://upload.wikimedia.org/wikipedia/commons/1/11/Flag_of_Lithuania.svg,150.0,Europe,1.2692,1.06411,,0.64674,0.18929,0.02025,
2017,Lithuania,https://upload.wikimedia.org/wikipedia/commons/1/11/Flag_of_Lithuania.svg,150.0,Europe,1.314582348,1.473516107,,0.62894994,0.234231785,0.010164657,
2015,Luxembourg,https://upload.wikimedia.org/wikipedia/commons/d/da/Flag_of_Luxembourg.svg,150.0,Europe,1.56391,1.21963,,0.91894,0.61583,0.28034,
2018,Luxembourg,https://upload.wikimedia.org/wikipedia/commons/d/da/Flag_of_Luxembourg.svg,150.0,Europe,1.576,,1.52,0.896,0.632,0.196,0.321
2019,Luxembourg,https://upload.wikimedia.org/wikipedia/commons/d/da/Flag_of_Luxembourg.svg,150.0,Europe,1.609,,1.479,1.012,0.526,0.194,0.316
2016,Luxembourg,https://upload.wikimedia.org/wikipedia/commons/d/da/Flag_of_Luxembourg.svg,150.0,Europe,1.69752,1.03999,,0.84542,0.5487,0.27571,
2017,Luxembourg,https://upload.wikimedia.org/wikipedia/commons/d/da/Flag_of_Luxembourg.svg,150.0,Europe,1.741943598,1.457583666,,0.845089495,0.596627891,0.283180982,
2015,Macedonia,https://upload.wikimedia.org/wikipedia/commons/f/f8/Flag_of_Macedonia.svg,150.0,Europe,0.91851,1.00232,,0.73545,0.33457,0.22359,
2018,Macedonia,https://upload.wikimedia.org/wikipedia/commons/f/f8/Flag_of_Macedonia.svg,150.0,Europe,0.959,,1.239,0.691,0.394,0.173,0.052
2016,Macedonia,https://upload.wikimedia.org/wikipedia/commons/f/f8/Flag_of_Macedonia.svg,150.0,Europe,1.0193,0.78236,,0.64738,0.27668,0.23507,
2017,Macedonia,https://upload.wikimedia.org/wikipedia/commons/f/f8/Flag_of_Macedonia.svg,150.0,Europe,1.064577937,1.207893014,,0.644948184,0.325905979,0.253760964,
2015,Madagascar,https://upload.wikimedia.org/wikipedia/commons/b/bc/Flag_of_Madagascar.svg,2.0,Africa,0.20824,0.66801,,0.46721,0.19184,0.21333,
2018,Madagascar,https://upload.wikimedia.org/wikipedia/commons/b/bc/Flag_of_Madagascar.svg,2.0,Africa,0.262,,0.908,0.402,0.221,0.155,0.049
2019,Madagascar,https://upload.wikimedia.org/wikipedia/commons/b/bc/Flag_of_Madagascar.svg,2.0,Africa,0.274,,0.916,0.555,0.148,0.169,0.041
2016,Madagascar,https://upload.wikimedia.org/wikipedia/commons/b/bc/Flag_of_Madagascar.svg,2.0,Africa,0.27954,0.46115,,0.37109,0.13684,0.2204,
2017,Madagascar,https://upload.wikimedia.org/wikipedia/commons/b/bc/Flag_of_Madagascar.svg,2.0,Africa,0.305808693,0.913020372,,0.375223309,0.189196765,0.20873253,
2015,Malawi,https://upload.wikimedia.org/wikipedia/commons/d/d1/Flag_of_Malawi.svg,2.0,Africa,0.01604,0.41134,,0.22562,0.43054,0.33128,
2016,Malawi,https://upload.wikimedia.org/wikipedia/commons/d/d1/Flag_of_Malawi.svg,2.0,Africa,0.08709,0.147,,0.29364,0.4143,0.30968,
2018,Malawi,https://upload.wikimedia.org/wikipedia/commons/d/d1/Flag_of_Malawi.svg,2.0,Africa,0.186,,0.541,0.306,0.531,0.21,0.08
2019,Malawi,https://upload.wikimedia.org/wikipedia/commons/d/d1/Flag_of_Malawi.svg,2.0,Africa,0.191,,0.56,0.495,0.443,0.218,0.089
2017,Malawi,https://upload.wikimedia.org/wikipedia/commons/d/d1/Flag_of_Malawi.svg,2.0,Africa,0.233442038,0.512568831,,0.315089583,0.466914654,0.28717047,
2015,Malaysia,https://upload.wikimedia.org/wikipedia/commons/6/66/Flag_of_Malaysia.svg,142.0,Asia,1.12486,1.07023,,0.72394,0.53024,0.33075,
2018,Malaysia,https://upload.wikimedia.org/wikipedia/commons/6/66/Flag_of_Malaysia.svg,142.0,Asia,1.161,,1.258,0.669,0.356,0.311,0.059
2019,Malaysia,https://upload.wikimedia.org/wikipedia/commons/6/66/Flag_of_Malaysia.svg,142.0,Asia,1.221,,1.171,0.828,0.508,0.26,0.024
2016,Malaysia,https://upload.wikimedia.org/wikipedia/commons/6/66/Flag_of_Malaysia.svg,142.0,Asia,1.25142,0.88025,,0.62366,0.39031,0.41474,
2017,Malaysia,https://upload.wikimedia.org/wikipedia/commons/6/66/Flag_of_Malaysia.svg,142.0,Asia,1.29121542,1.284646034,,0.618784428,0.402264982,0.41660893,
2015,Mali,https://upload.wikimedia.org/wikipedia/commons/9/92/Flag_of_Mali.svg,2.0,Africa,0.26074,1.03526,,0.20583,0.38857,0.18798,
2016,Mali,https://upload.wikimedia.org/wikipedia/commons/9/92/Flag_of_Mali.svg,2.0,Africa,0.31292,0.86333,,0.16347,0.27544,0.21064,
2018,Mali,https://upload.wikimedia.org/wikipedia/commons/9/92/Flag_of_Mali.svg,2.0,Africa,0.37,,1.233,0.152,0.367,0.139,0.056
2019,Mali,https://upload.wikimedia.org/wikipedia/commons/9/92/Flag_of_Mali.svg,2.0,Africa,0.385,,1.105,0.308,0.327,0.153,0.052
2017,Mali,https://upload.wikimedia.org/wikipedia/commons/9/92/Flag_of_Mali.svg,2.0,Africa,0.476180494,1.281473398,,0.169365674,0.306613743,0.183354199,
2015,Malta,https://upload.wikimedia.org/wikipedia/commons/7/73/Flag_of_Malta.svg,150.0,Europe,1.2074,1.30203,,0.88721,0.60365,0.51752,
2018,Malta,https://upload.wikimedia.org/wikipedia/commons/7/73/Flag_of_Malta.svg,150.0,Europe,1.27,,1.525,0.884,0.645,0.376,0.142
2019,Malta,https://upload.wikimedia.org/wikipedia/commons/7/73/Flag_of_Malta.svg,150.0,Europe,1.3,,1.52,0.999,0.564,0.375,0.151
2016,Malta,https://upload.wikimedia.org/wikipedia/commons/7/73/Flag_of_Malta.svg,150.0,Europe,1.30782,1.09879,,0.80315,0.54994,0.56237,
2017,Malta,https://upload.wikimedia.org/wikipedia/commons/7/73/Flag_of_Malta.svg,150.0,Europe,1.343279839,1.488411665,,0.821944237,0.588767052,0.574730575,
2015,Mauritania,https://upload.wikimedia.org/wikipedia/commons/4/43/Flag_of_Mauritania.svg,2.0,Africa,0.45407,0.86908,,0.35874,0.24232,0.219,
2018,Mauritania,https://upload.wikimedia.org/wikipedia/commons/4/43/Flag_of_Mauritania.svg,2.0,Africa,0.557,,1.245,0.292,0.129,0.134,0.093
2019,Mauritania,https://upload.wikimedia.org/wikipedia/commons/4/43/Flag_of_Mauritania.svg,2.0,Africa,0.57,,1.167,0.489,0.066,0.106,0.088
2016,Mauritania,https://upload.wikimedia.org/wikipedia/commons/4/43/Flag_of_Mauritania.svg,2.0,Africa,0.61391,0.84142,,0.28639,0.1268,0.22686,
2017,Mauritania,https://upload.wikimedia.org/wikipedia/commons/4/43/Flag_of_Mauritania.svg,2.0,Africa,0.648457289,1.27203083,,0.28534928,0.096098043,0.201870024,
2015,Mauritius,https://upload.wikimedia.org/wikipedia/commons/7/77/Flag_of_Mauritius.svg,2.0,Africa,1.00761,0.98521,,0.7095,0.56066,0.37744,
2018,Mauritius,https://upload.wikimedia.org/wikipedia/commons/7/77/Flag_of_Mauritius.svg,2.0,Africa,1.09,,1.387,0.684,0.584,0.245,0.05
2019,Mauritius,https://upload.wikimedia.org/wikipedia/commons/7/77/Flag_of_Mauritius.svg,2.0,Africa,1.12,,1.402,0.798,0.498,0.215,0.06
2016,Mauritius,https://upload.wikimedia.org/wikipedia/commons/7/77/Flag_of_Mauritius.svg,2.0,Africa,1.14372,0.75695,,0.66189,0.46145,0.36951,
2017,Mauritius,https://upload.wikimedia.org/wikipedia/commons/7/77/Flag_of_Mauritius.svg,2.0,Africa,1.189395547,1.20956099,,0.638007462,0.491247326,0.360933751,
2015,Mexico,https://upload.wikimedia.org/wikipedia/commons/f/fc/Flag_of_Mexico.svg,19.0,Americas,1.02054,0.91451,,0.81444,0.48181,0.14074,
2018,Mexico,https://upload.wikimedia.org/wikipedia/commons/f/fc/Flag_of_Mexico.svg,19.0,Americas,1.038,,1.252,0.761,0.479,0.069,0.095
2019,Mexico,https://upload.wikimedia.org/wikipedia/commons/f/fc/Flag_of_Mexico.svg,19.0,Americas,1.07,,1.323,0.861,0.433,0.074,0.073
2016,Mexico,https://upload.wikimedia.org/wikipedia/commons/f/fc/Flag_of_Mexico.svg,19.0,Americas,1.11508,0.7146,,0.71143,0.37709,0.11735,
2017,Mexico,https://upload.wikimedia.org/wikipedia/commons/f/fc/Flag_of_Mexico.svg,19.0,Americas,1.153183818,1.21086216,,0.709978998,0.412730008,0.120990433,
2015,Moldova,https://upload.wikimedia.org/wikipedia/commons/2/27/Flag_of_Moldova.svg,150.0,Europe,0.59448,1.01528,,0.61826,0.32818,0.20951,
2018,Moldova,https://upload.wikimedia.org/wikipedia/commons/2/27/Flag_of_Moldova.svg,150.0,Europe,0.657,,1.301,0.62,0.232,0.171,0.0
2019,Moldova,https://upload.wikimedia.org/wikipedia/commons/2/27/Flag_of_Moldova.svg,150.0,Europe,0.685,,1.328,0.739,0.245,0.181,0.0
2016,Moldova,https://upload.wikimedia.org/wikipedia/commons/2/27/Flag_of_Moldova.svg,150.0,Europe,0.69177,0.83132,,0.52309,0.25202,0.19997,
2017,Moldova,https://upload.wikimedia.org/wikipedia/commons/2/27/Flag_of_Moldova.svg,150.0,Europe,0.72887063,1.251825571,,0.589465201,0.240729049,0.208779126,
2015,Mongolia,https://upload.wikimedia.org/wikipedia/commons/4/4c/Flag_of_Mongolia.svg,142.0,Asia,0.82819,1.3006,,0.60268,0.43626,0.3323,
2018,Mongolia,https://upload.wikimedia.org/wikipedia/commons/4/4c/Flag_of_Mongolia.svg,142.0,Asia,0.914,,1.517,0.575,0.395,0.253,0.032
2019,Mongolia,https://upload.wikimedia.org/wikipedia/commons/4/4c/Flag_of_Mongolia.svg,142.0,Asia,0.948,,1.531,0.667,0.317,0.235,0.038
2016,Mongolia,https://upload.wikimedia.org/wikipedia/commons/4/4c/Flag_of_Mongolia.svg,142.0,Asia,0.98853,1.08983,,0.55469,0.35972,0.34539,
2017,Mongolia,https://upload.wikimedia.org/wikipedia/commons/4/4c/Flag_of_Mongolia.svg,142.0,Asia,1.027235866,1.493011236,,0.557783484,0.394143969,0.33846423,
2015,Montenegro,https://upload.wikimedia.org/wikipedia/commons/6/64/Flag_of_Montenegro.svg,150.0,Europe,0.97438,0.90557,,0.72521,0.1826,0.1614,
2018,Montenegro,https://upload.wikimedia.org/wikipedia/commons/6/64/Flag_of_Montenegro.svg,150.0,Europe,1.017,,1.279,0.729,0.259,0.111,0.081
2019,Montenegro,https://upload.wikimedia.org/wikipedia/commons/6/64/Flag_of_Montenegro.svg,150.0,Europe,1.051,,1.361,0.871,0.197,0.142,0.08
2016,Montenegro,https://upload.wikimedia.org/wikipedia/commons/6/64/Flag_of_Montenegro.svg,150.0,Europe,1.07838,0.74173,,0.63533,0.15111,0.17191,
2017,Montenegro,https://upload.wikimedia.org/wikipedia/commons/6/64/Flag_of_Montenegro.svg,150.0,Europe,1.121129036,1.238376498,,0.667464674,0.194989055,0.197911024,
2015,Morocco,https://upload.wikimedia.org/wikipedia/commons/2/2c/Flag_of_Morocco.svg,2.0,Africa,0.73479,0.64095,,0.60954,0.41691,0.07172,
2018,Morocco,https://upload.wikimedia.org/wikipedia/commons/2/2c/Flag_of_Morocco.svg,2.0,Africa,0.779,,0.797,0.669,0.46,0.026,0.074
2019,Morocco,https://upload.wikimedia.org/wikipedia/commons/2/2c/Flag_of_Morocco.svg,2.0,Africa,0.801,,0.782,0.782,0.418,0.036,0.076
2016,Morocco,https://upload.wikimedia.org/wikipedia/commons/2/2c/Flag_of_Morocco.svg,2.0,Africa,0.84058,0.38595,,0.59471,0.25646,0.04053,
2017,Morocco,https://upload.wikimedia.org/wikipedia/commons/2/2c/Flag_of_Morocco.svg,2.0,Africa,0.878114581,0.774864435,,0.597710669,0.408158332,0.032209955,
2015,Mozambique,https://upload.wikimedia.org/wikipedia/commons/d/d0/Flag_of_Mozambique.svg,2.0,Africa,0.08308,1.02626,,0.09131,0.34037,0.22269,
2018,Mozambique,https://upload.wikimedia.org/wikipedia/commons/d/d0/Flag_of_Mozambique.svg,2.0,Africa,0.198,,0.902,0.173,0.531,0.206,0.158
2019,Mozambique,https://upload.wikimedia.org/wikipedia/commons/d/d0/Flag_of_Mozambique.svg,2.0,Africa,0.204,,0.986,0.39,0.494,0.197,0.138
2017,Mozambique,https://upload.wikimedia.org/wikipedia/commons/d/d0/Flag_of_Mozambique.svg,2.0,Africa,0.23430565,0.870701015,,0.106654435,0.480791092,0.322228104,
2015,Myanmar,https://upload.wikimedia.org/wikipedia/commons/8/8c/Flag_of_Myanmar.svg,142.0,Asia,0.27108,0.70905,,0.48246,0.44017,0.79588,
2016,Myanmar,https://upload.wikimedia.org/wikipedia/commons/8/8c/Flag_of_Myanmar.svg,142.0,Asia,0.34112,0.69981,,0.3988,0.42692,0.81971,
2017,Myanmar,https://upload.wikimedia.org/wikipedia/commons/8/8c/Flag_of_Myanmar.svg,142.0,Asia,0.36711055,1.123235941,,0.397522569,0.514492035,0.838075161,
2018,Myanmar,https://upload.wikimedia.org/wikipedia/commons/8/8c/Flag_of_Myanmar.svg,142.0,Asia,0.682,,1.174,0.429,0.58,0.598,0.178
2019,Myanmar,https://upload.wikimedia.org/wikipedia/commons/8/8c/Flag_of_Myanmar.svg,142.0,Asia,0.71,,1.181,0.555,0.525,0.566,0.172
2018,Namibia,https://upload.wikimedia.org/wikipedia/commons/0/00/Flag_of_Namibia.svg,2.0,Africa,0.874,,1.281,0.365,0.519,0.051,0.064
2019,Namibia,https://upload.wikimedia.org/wikipedia/commons/0/00/Flag_of_Namibia.svg,2.0,Africa,0.879,,1.313,0.477,0.401,0.07,0.056
2016,Namibia,https://upload.wikimedia.org/wikipedia/commons/0/00/Flag_of_Namibia.svg,2.0,Africa,0.93287,0.70362,,0.34745,0.48614,0.07795,
2017,Namibia,https://upload.wikimedia.org/wikipedia/commons/0/00/Flag_of_Namibia.svg,2.0,Africa,0.964434326,1.098470807,,0.338611811,0.520303547,0.077133745,
2015,Nepal,https://upload.wikimedia.org/wikipedia/commons/9/9b/Flag_of_Nepal.svg,142.0,Asia,0.35997,0.86449,,0.56874,0.38282,0.32296,
2018,Nepal,https://upload.wikimedia.org/wikipedia/commons/9/9b/Flag_of_Nepal.svg,142.0,Asia,0.425,,1.228,0.539,0.526,0.302,0.078
2019,Nepal,https://upload.wikimedia.org/wikipedia/commons/9/9b/Flag_of_Nepal.svg,142.0,Asia,0.446,,1.226,0.677,0.439,0.285,0.089
2016,Nepal,https://upload.wikimedia.org/wikipedia/commons/9/9b/Flag_of_Nepal.svg,142.0,Asia,0.44626,0.69699,,0.50073,0.37012,0.3816,
2017,Nepal,https://upload.wikimedia.org/wikipedia/commons/9/9b/Flag_of_Nepal.svg,142.0,Asia,0.479820192,1.179283261,,0.504130781,0.440305948,0.394096166,
2015,Netherlands,https://upload.wikimedia.org/wikipedia/commons/2/20/Flag_of_the_Netherlands.svg,150.0,Europe,1.32944,1.28017,,0.89284,0.61576,0.4761,
2018,Netherlands,https://upload.wikimedia.org/wikipedia/commons/2/20/Flag_of_the_Netherlands.svg,150.0,Europe,1.361,,1.488,0.878,0.638,0.333,0.295
2019,Netherlands,https://upload.wikimedia.org/wikipedia/commons/2/20/Flag_of_the_Netherlands.svg,150.0,Europe,1.396,,1.522,0.999,0.557,0.322,0.298
2016,Netherlands,https://upload.wikimedia.org/wikipedia/commons/2/20/Flag_of_the_Netherlands.svg,150.0,Europe,1.46468,1.02912,,0.81231,0.55211,0.47416,
2017,Netherlands,https://upload.wikimedia.org/wikipedia/commons/2/20/Flag_of_the_Netherlands.svg,150.0,Europe,1.503944635,1.428939223,,0.810696125,0.585384488,0.47048983,
2015,New Zealand,https://upload.wikimedia.org/wikipedia/commons/3/3e/Flag_of_New_Zealand.svg,9.0,Oceania,1.25018,1.31967,,0.90837,0.63938,0.47501,
2018,New Zealand,https://upload.wikimedia.org/wikipedia/commons/3/3e/Flag_of_New_Zealand.svg,9.0,Oceania,1.268,,1.601,0.876,0.669,0.365,0.389
2019,New Zealand,https://upload.wikimedia.org/wikipedia/commons/3/3e/Flag_of_New_Zealand.svg,9.0,Oceania,1.303,,1.557,1.026,0.585,0.33,0.38
2016,New Zealand,https://upload.wikimedia.org/wikipedia/commons/3/3e/Flag_of_New_Zealand.svg,9.0,Oceania,1.36066,1.17278,,0.83096,0.58147,0.49401,
2017,New Zealand,https://upload.wikimedia.org/wikipedia/commons/3/3e/Flag_of_New_Zealand.svg,9.0,Oceania,1.405706048,1.548195124,,0.816759706,0.61406213,0.500005126,
2015,Nicaragua,https://upload.wikimedia.org/wikipedia/commons/1/19/Flag_of_Nicaragua.svg,19.0,Americas,0.59325,1.14184,,0.74314,0.55475,0.27815,
